{'CALIB_RAW_DAC_START_I': 229376, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 2, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
CB9AD,CBA2C,CBB8A
C1A4B,C1B3D,C1ACB
D93F0,D962F,D94A8
C185B,C1AEC,C1A2C
D958B,D945C,D9453
C19D3,C1A47,C18C2
D93B8,D9432,D94D2
C19AD,C1843,C18E0
D9544,D9409,D9573
C1BAE,C1B98,C1B0F
D94D2,D94DB,D94EC
C19A1,C19CB,C1903
D94C5,D9552,D949F
C1E41,C1AFD,C1A78
D9184,D92AB,D945C
C1A63,C1A90,C1896
D9598,D9580,D966E
C1B87,C1A6A,C1B65
D9514,D970C,D956C
C1A15,C19AF,C1A9B
DDDC8,DDB8B,DDD69
BE2C4,BE29D,BE2E8
D5D04,D5E51,D5C46
BE251,BE41A,BE427
D5C21,D5CF4,D5CA2
BE24A,BE4E9,BE27E
D5DF8,D5DD7,D5D53
BE2EC,BE0D5,BE3CB
D5CBA,D5D73,D5D4C
BE3F1,BE293,BE2B3
D5BB8,D5CAC,D5F2B
BE46D,BE3F7,BE3C9
D5D5C,D5DA5,D5D90
BE3A7,BE276,BE46A
D5D9B,D5D85,D5EC3
BE5AF,BE330,BE425
D5FDB,D5FAE,D60DE
BE3BB,BE459,BE488
D5DA6,D5E06,D5DF1
BE2E8,BE1D5,BE21F
D5C87,D5CBD,D5D3C
BE3F2,BE316,BE311
D5ED6,D5CB8,D5D7A
BE26C,BE206,BE45C
D5F25,D5F12,D5E95
BE398,BE5AD,BE307
D5FB1,D5DF0,D5D72
BE431,BE34B,BE2F4
D5DD9,D5E31,D5E61
BE46B,BE5CC,BE46F
D604C,D5F57,D5F8D
BE5B0,BE63A,BE57C
D6241,D5F6C,D6170
BE44C,BE702,BE4DD
D5F68,D607C,D5EB6
BE623,BE558,BE541
D603B,D5FEA,D60E0
BE5F6,BE51C,BE3D6
D5F21,D5E60,D5F27
BE723,BE54B,BE510
D6053,D6192,D5F9D
BE56A,BE626,BE5EA
D5E66,D5FBA,D5EC1
BE522,BE3FA,BE565
D5E24,D6104,D61C2
BE5F6,BE5D7,BE5EC
D5ED4,D5F43,D5EE0
BE4E6,BE64A,BE49C
D604F,D61A2,D609E
BE473,BE4F7,BE543
D5F42,D5E09,D6047
BE69F,BE420,BE508
D60E1,D60F5,D614B
BE653,BE517,BE564
D5FD2,D60CC,D600C
BE5B6,BE465,BE671
D60E2,D610F,D5F2A
BE5A6,BE65F,BE3E1
D5FCC,D60AD,D61CA
BE493,BE542,BE43D
D605C,D607F,D62BF
BE482,BE5C5,BE6AA
D6050,D61D8,D6031
BE608,BE718,BE62D
D60B0,D637A,D6040
BE704,BE67D,BE720
D60CD,D6051,D607F
BE6E2,BE564,BE4A0
D5EDC,D6066,D60E8
BE577,BE66A,BE5C8
D600E,D5F9E,D5FB2
BE823,BE80D,BE658
D5FF2,D60DF,D60C6
BE723,BE5C9,BE622
D5FD1,D6244,D6140
BE6FF,BE88A,BE6D3
D6012,D61C3,D60E5
BE78A,BE6A6,BE5F8
D6257,D6248,D62CC
BE874,BE578,BE7C3
D60DF,D60E1,D6197
BE785,BE5D6,BE7B4
D612D,D622F,D62A9
BE73E,BE6CD,BE7F6
D61F1,D60A3,D61BF
BE672,BE6D0,BE736
D611F,D605E,D62E3
BE752,BE6D3,BE5DB
D6121,D624F,D6189
BE623,BE639,BE820
D60C6,D5F31,D62D8
BE756,BE778,BE747
D631A,D6163,D6377
BE6DB,BE79B,BE761
D632A,D6461,D62AD
BE8CC,BE6D0,BE882
D62BD,D6381,D615B
BE748,BE660,BE8EF
D6180,D6335,D60F7
BE7EC,BE716,BE689
D63EF,D62C1,D62E0
BE857,BE8AA,BE725
D607C,D635A,D6401
BE776,BE751,BE659
D624B,D6194,D615B
BE88C,BE8C9,BE938
D6203,D6316,D6297
BE835,BE766,BE8D7
D62DE,D6289,D629F
BE86A,BE899,BEA53
D620C,D64A0,D624D
BE77E,BE91C,BE949
D6281,D6431,D621E
BE8D1,BEA56,BE8FC
D60D2,D62D4,D63BC
BE9C2,BE87C,BE8F0
D63AE,D61DF,D629E
BE8BB,BE841,BE9CB
D62CC,D62A6,D6123
BE849,BE80E,BE682
D6225,D60EA,D6273
BE72B,BE8E7,BE918
D62D4,D632E,D632F
BE7EA,BE865,BEA19
D6242,D61A1,D61C2
BEAF1,BE9F0,BE71A
D613A,D63D8,D6449
BE7BB,BE849,BE853
D5633,D58B7,D5819
BF029,BEE72,BEFDD
D68A7,D67F1,D6BAB
BF024,BED0D,BEDD1
D68A1,D6A7B,D69D3
BEF5B,BEDC3,BEEE5
D6A20,D6B32,D6827
BEFAC,BEE93,BEEE9
D67B9,D6ACA,D6A54
BEF3B,BEF64,BED8F
D6874,D6A55,D69F4
BF005,BEF29,BEE46
D6916,D69A1,D68D6
BEDAE,BEEB5,BEE73
D687E,D6A06,D6958
BEF1E,BEE72,BEFAA
D6BBD,D68C3,D6BDA
BEF58,BEE90,BEE45
D698D,D6A4E,D6A65
BEE5A,BEFD8,BEE9F
D6AF4,D69F4,D6A59
BEF65,BEEE7,BEF00
D6AB6,D68F0,D6B8B
BEE7C,BEF9B,BEFEE
D6A4B,D6A90,D6A9D
BEF3D,BEE65,BEEDB
D6918,D6A59,D6A09
BEF87,BF06B,BF055
D6A3E,D6AE3,D6A24
BF1D6,BF06E,BF141
D6B08,D68C5,D6C9B
BF216,BF0B2,BF11B
D6D5A,D6B24,D6ADD
BF10D,BF0F4,BF126
D6A60,D6E47,D68FD
BEFEA,BF07A,BF010
D6AA5,D6824,D6B31
BF185,BF0CC,BF08C
D695E,D6C00,D6A5E
BF2B9,BEFB6,BF0CE
D6BBB,D6B7A,D69FB
BEFBB,BEF63,BF025
D6B70,D6D48,D69D6
BEF29,BF0B6,BF149
D6CFA,D6AC7,D6B60
BF0E1,BF1B0,BF290
D6A6E,D6AC9,D6AE4
BEF46,BEF7F,BF061
D6CAC,D6B90,D6B3F
BF03F,BF03E,BF062
D6B89,D6A96,D6A8F
BEF91,BF053,BEFEC
D6891,D6AA4,D6A5F
BEE8F,BEF82,BEF31
D6AF1,D6A33,D6B86
BEFB5,BF10F,BF234
D69DD,D6B0E,D6AD7
BF028,BEFB5,BEF1E
D6A30,D6A0D,D6831
BEFBA,BEEEA,BEF06
D6B9B,D6AFB,D69AD
BEF96,BEFD3,BF174
D6C2A,D6C55,D6957
BF126,BF1F4,BF003
D691E,D6A29,D6AAE
BEE8D,BEDF9,BEFF5
D69E3,D69F5,D6ACD
BF1AA,BF14B,BF0B4
D6BD2,D6A45,D6AC9
BF155,BF037,BF1B1
D6A28,D6BC9,D6AE8
BF0C7,BF04D,BF165
D6A7F,D6B12,D6BC9
BF258,BF089,BF0F1
D6BFE,D6BC4,D6BAE
BF07E,BF280,BF0D5
D6D57,D6B69,D6A63
BF1AA,BF15E,BF0B0
D6BD1,D6AD7,D6B26
BF0F2,BF196,BF080
D6C99,D6C51,D6CD7
BF0E7,BEFE1,BEF66
D6BD6,D6BFB,D6BBB
BF196,BF12F,BEFE3
D6A02,D6A57,D6B36
BF0B0,BEFCF,BEFA8
D6BBC,D6A6C,D6B85
BF02F,BF02A,BF247
D6AEC,D6CF9,D6B5A
BF0F4,BF148,BF0B8
D6B3B,D6BEC,D6BEF
BF124,BF162,BF25C
D69DD,D6A67,D6A64
BF113,BF086,BF149
D6B3C,D6B3C,D6A96
BF07D,BF0AA,BF0A2
D6DF2,D6C8B,D69DC
BF1AC,BF1C9,BEF6B
D6A78,D6A41,D6897
BEEE7,BED3A,BF037
D6BBB,D6A91,D69AD
BF1FE,BF198,BF2B6
D68BF,D68CC,D6A7A
BF17B,BEEDC,BF063
D6C53,D6A54,D6A42
BEF5E,BF18D,BF0C7
D6A52,D6AA3,D6AD5
BF1F0,BEFC2,BF1E4
D6928,D6B50,D6929
BEFAE,BF3B1,BF2F0
D6BF4,D6B1E,D6BA6
BF0E1,BF19A,BF09E
D6B44,D6BA8,D6DE7
BF1E7,BEEA4,BF0CC
D6A2F,D6AA3,D6A73
BF063,BF1E1,BF18F
D6C00,D6B97,D6C99
BF062,BF1AC,BF142
D6B76,D6BB5,D6BA4
BF139,BF0AC,BF0E3
D69E6,D6A79,D6C54
BF0CE,BEFCB,BF066
D6AEB,D6AE0,D6BA2
BF0C3,BF16E,BF1C7
D6E31,D6BEB,D6BB5
BF14F,BF116,BF1A9
D6D48,D6C47,D6BFC
BF262,BF1F9,BF322
D59AD,D5A10,D59B1
BEF30,BEF60,BF06E
D6B15,D68D0,D68B8
BF07E,BF164,BEFA2
D6A12,D68E9,D6B82
BF098,BF109,BEF32
D6AC2,D696A,D6BCC
BF076,BF0C2,BF0A0
D6A56,D6B77,D6C9A
BF123,BF223,BEFF9
D6B44,D6B03,D6B21
BEFD2,BF0BB,BF044
D6BD4,D6AD9,D6C24
BF187,BF2C9,BF0A4
D69E0,D6BC7,D69B9
BF030,BF0E2,BEFDA
D6ACB,D6C3A,D6A35
BEFB1,BF1B5,BEF5C
D6A37,D6C3E,D6AC4
BF150,BEEBB,BEFD9
D69A7,D6B44,D6C98
BF1BD,BF148,BF0C9
D6AAD,D6D07,D6AD7
BF1BA,BF0CB,BEFCB
D6AE8,D68DC,D6950
BF0A8,BF0C7,BF2AA
D68D5,D6AE5,D6AD2
BEF08,BF133,BF08D
D6B22,D6B45,D6BE9
BF29B,BF105,BF150
D6A67,D6BE5,D6DC3
BF067,BF141,BF0DD
D6CE0,D6B0E,D6B41
BF27C,BF11F,BF217
D6A32,D6AB2,D6A78
BF016,BEF94,BEF51
D68A0,D6B00,D6AD6
BF0F6,BEE85,BF085
D6996,D6B3F,D69CF
BEEEB,BEFB1,BEF5D
D6A82,D699C,D6BC3
BEFEB,BF223,BEFCE
D6B4F,D6ADA,D6BB3
BF1B2,BF18A,BF246
D6C78,D6B62,D6BB5
BF335,BF29E,BF0A6
D6C11,D6AD6,D6A53
BF107,BF1B3,BF1AE
D6C36,D6D9C,D6D12
BF2F8,BF273,BF359
D6D06,D6CA9,D6D52
BF309,BF480,BF3F3
D6B7C,D6D36,D6D0D
BF229,BF3A2,BF11E
D6E22,D6C41,D6B48
BF177,BF276,BF39B
D6BFB,D6CA2,D6D98
BF1B9,BF0BE,BF2E8
D6C5F,D6BAA,D6CEC
BF091,BF163,BF15D
D6EA6,D6D80,D6E20
BF131,BF483,BF26C
D6F04,D6F0A,D6CDF
BF38D,BF21A,BF282
D6E7F,D6EE0,D6D83
BF42D,BF3AC,BF3E0
D6E7A,D6D2C,D6CF2
BF255,BF55D,BF3B4
D6E82,D6C03,D6E55
BF482,BF343,BF2D3
D6E69,D6CC2,D6EC7
BF3AD,BF44E,BF430
D6E5F,D6F36,D6E58
BF2BB,BF399,BF4AD
D6EA9,D6C7B,D6D44
BF1E6,BF306,BF2C2
D6DA0,D6F03,D6E31
BF374,BF530,BF2A0
D6C59,D6F19,D6CE2
BF413,BF520,BF486
D70D0,D6E5A,D700C
BF4ED,BF334,BF516
D6E27,D6F71,D6EE2
BF410,BF2F1,BF3B1
D6E14,D6D3B,D6DCE
BF269,BF1DA,BF1FB
D6C32,D6CB1,D6AB6
BF0CE,BF25A,BF2FE
D6CF2,D6F01,D6DFF
BF3DD,BF366,BF2CC
D6E2B,D6D98,D6D91
BF40A,BF328,BF5E0
D6DF0,D6E23,D6DAB
BF31E,BF13F,BF224
D6EBB,D6DB0,D6E18
BF3E2,BF526,BF274
D6EFE,D6D4F,D6F4F
BF13A,BF47D,BF3D4
D6CC8,D6C88,D6E33
BF459,BF515,BF437
D6E6A,D6DE9,D6BC4
BF23F,BF397,BF276
D6E2D,D6D16,D6E47
BF4E2,BF4A5,BF3D3
D6FD9,D7041,D6FF9
BF2CE,BF235,BF3B9
D6DCC,D6D07,D6D93
BF3AA,BF37E,BF3B1
D6CCA,D6C92,D6D41
BF56D,BF54D,BF441
D6C6A,D6DFC,D6D86
BF25D,BF32B,BF477
D7033,D6DF3,D6D86
BF4B3,BF369,BF120
D6C4D,D6C8C,D6CB9
BF36E,BF29B,BF2F1
D6F15,D6F07,D6E00
BF32F,BF257,BF398
D6F86,D6EB0,D6CC9
BF42A,BF32D,BF27B
D6E45,D6D13,D6F46
BF2B6,BF2EC,BF3A5
D6E2A,D6E04,D6EBF
BF44B,BF604,BF481
D6F19,D6FBD,D7010
BF67D,BF3D2,BF381
D70A2,D6F35,D6BC5
BF3D1,BF38F,BF37F
D6220,D61D8,D62DA
BF93B,BF996,BFA06
D7405,D73FE,D7377
BF959,BFAA7,BFA22
D7382,D7244,D7585
BFACE,BF968,BF959
D7498,D74A1,D74DC
BF8DD,BFA80,BF903
D7441,D75A3,D74CE
BFAB6,BFB17,BFD79
D752A,D7652,D7668
BFB11,BFC4D,BFAFE
D74F1,D7670,D7780
BFA03,BFBF2,BFBE4
D7682,D745D,D743D
BFCCE,BF979,BFB46
D7822,D754E,D7886
BFB2C,BFCAF,BFC13
D7377,D76DD,D7657
BFC46,BFBC4,BFAAB
D75A6,D76B4,D748A
BFAA4,BFADD,BFA3E
D75BF,D7494,D7573
BF8F7,BFA8D,BFC49
D74CD,D76EA,D7766
BFD78,BFC16,BFABA
D75F2,D7832,D7465
BFBBE,BFB5E,BFDAD
D769E,D75F0,D76DD
BFC4D,BFC77,BFD82
D76FE,D769C,D78F5
BFD3F,BFC3C,BFC77
D76AA,D7886,D7712
BFE12,BFCA2,BFC75
D77A8,D7751,D76DB
BFDFB,BFBE6,BFA42
D7788,D7729,D750D
BFB9E,BFB02,BFA99
D76A9,D7638,D77FB
BFC48,BFC2C,BFB92
D7749,D7813,D7784
BFC0C,BFDB7,BFC8F
D77F9,D760F,D76B8
BFAA6,BFC77,BFC0C
D76B7,D7624,D78A1
BFC1B,BFE02,BFEC4
D79B9,D79E0,D77B9
BFE77,BFDA0,BFEB7
D7897,D79ED,D78B3
BFC8E,BFD18,BFDAE
D7879,D77C8,D771A
BFE15,BFDAE,BFD24
D7631,D77F1,D7922
BFCE7,BFCED,BFC7F
D75DD,D7619,D7702
BFB0F,BFB35,BFBCF
D78AA,D79FB,D764B
BFB4C,BFBF9,BFDD0
D7789,D77FA,D75A3
BFD41,BFCFB,BFE2F
D76EF,D7675,D762B
BFBB9,BFE49,BFBFE
D77C4,D7641,D76FF
BFE42,BFC50,BFDC3
D7696,D76B6,D778F
BFC51,BFC43,BFDE5
D7835,D7810,D7775
BFE1B,BFDFF,BFDEF
D7655,D7608,D762C
BFCE8,BFCCE,BFE2B
D77E7,D7A60,D78EB
BFD3A,BFEDC,BFD62
D76EF,D7531,D7736
BFDC2,BFC79,BFF5D
D76BD,D76B6,D77A7
BFDDB,BFDA1,BFDEE
D779D,D78CB,D76EF
BFCB6,BFE77,BFE1C
D793F,D7876,D774A
BFEA9,BFD7E,BFC0C
D784C,D77F2,D7854
BFD4E,BFDA3,BFED0
D76BC,D77EE,D76B3
BFD11,BFD75,BFC30
D76C3,D77DB,D7757
BFC87,BFE16,BFDEB
D769D,D7950,D777A
BFE88,BFB32,BFBD5
D785E,D776F,D793C
BFE35,BFC81,BFDCA
D7887,D7845,D7642
BFF46,BFF6F,BFEEF
D7959,D786B,D7634
BFED9,BFD64,BFE33
D787B,D7697,D776A
BFE6C,BFF42,BFD00
D7814,D79F5,D76D1
BFF41,BFF21,BFE00
D7852,D77C1,D76EF
BFD75,BFE21,C0036
D7821,D7860,D78AB
BFE8A,BFDF4,BFF3A
D77A6,D78C4,D77CD
BFE7D,BFF48,BFE20
D7A50,D789A,D798F
BFDC3,BFD36,BFC5A
D78C0,D7A9B,D7880
BFF81,BFD94,BFDF4
D77FB,D78B2,D76AD
BFFA5,BFD20,BFDD5
D7932,D78DA,D76E5
BFF17,BFE9B,BFD74
D78A1,D797E,D7A41
C0063,C00F9,BFEC8
D7849,D78DA,D7868
BFF0B,BFDCE,BFD44
D7A44,D7A36,D78D6
BFD7A,BFE71,BFCC1
D76AA,D7912,D7944
BFD58,BFF6F,BFE53
D7A2C,D7977,D7847
BFEEA,BFEE6,BFE97
D7930,D78AB,D7884
BFF95,BFDAA,BFEB8
D7843,D79AB,D784D
BFC86,BFFA1,BFEC3
D77E6,D78D8,D773F
BFF8F,BFFB9,BFE30
D78A3,D78F8,D7974
BF778,BF92C,BFA0F
D73F2,D73C3,D738D
BFA2B,BF6E8,BF836
D728A,D72DD,D73D0
BF84D,BF792,BF97A
D7238,D72C1,D739E
BFA4F,BF94A,BF8FC
D74EB,D72AF,D733D
BF953,BF8AB,BF999
D75DD,D7335,D72FC
BF8E1,BF95B,BF8B6
D75EA,D7474,D74CD
BFA78,BF9F8,BF9FD
D7473,D73E4,D7488
BFA81,BF8BA,BF891
D7545,D75AB,D7441
BF8FF,BF8C0,BF993
D73AE,D73A1,D7244
BF6E8,BF89F,BF9F5
D73D7,D72B6,D7551
BF968,BF77B,BF9F8
D743B,D738F,D75A0
BFA30,BF7FB,BF909
D76C0,D72A3,D74DC
BF9C4,BFA72,BF8D9
D7421,D7506,D7550
BF805,BF955,BF9B6
D7399,D737E,D736D
BFB7C,BFA80,BF9A8
D7254,D7222,D7374
BF843,BF975,BF951
D7398,D76CA,D751E
BFB1C,BF92E,BF950
D7281,D7488,D739A
BFACC,BF9F4,BFAD9
D7463,D7457,D7330
BFA13,BF968,BF962
D73A7,D7377,D7462
BFA1D,BFB07,BF9C1
D7463,D74F9,D75A2
BFB41,BF8D1,BFA68
D7609,D7436,D7568
BFAD2,BFB62,BFA17
D754D,D74F0,D74CD
BFA04,BFAF5,BF980
D7191,D727B,D73A5
BFABC,BFAAB,BF86B
D747B,D7722,D74EA
BF9D1,BFAB9,BF97F
D7350,D74C0,D75DC
BFCA8,BFB4D,BFB96
D7522,D72E2,D7574
BFAE4,BFB90,BFBB0
D7595,D7556,D7682
BF9C2,BFBAD,BFB46
D764B,D7695,D748B
BF9F1,BF9A2,BFA40
D7477,D748B,D74AD
BFB47,BFB90,BF9B3
D7593,D7654,D75E0
BFAF8,BFC4A,BF92A
D74DE,D75E0,D7501
BFAD5,BFBDF,BFC54
D7482,D75FB,D7717
BF8F7,BFCDC,BFDA6
D76C8,D755C,D75AC
BFC05,BFA56,BFBBA
D75B2,D75E0,D74B1
BFC44,BF990,BF9E3
D74E4,D74B2,D75BE
BFA5B,BFA1A,BFA30
D7394,D75A6,D73A8
BFC6D,BFAD2,BFB99
D7493,D74FD,D76C9
BFB9B,BFA42,BFB19
D74E2,D76A2,D7529
BFC62,BFC32,BF9F1
D76A7,D762A,D7644
BFB1E,BFAD3,BFA41
D76BD,D7665,D7517
BFA26,BFAFF,BFA51
D7519,D7370,D7553
BFB20,BFA58,BFD2F
D745E,D73C8,D75B3
BFC8A,BFCA4,BFAF0
D779E,D7609,D7505
BFBE7,BFBD8,BFC53
D76BB,D75AB,D75C1
BFC05,BFE8B,BFDBE
D777C,D7691,D767E
BFB7A,BFD3D,BFACC
D777B,D772D,D76FA
BFCB4,BFCE4,BFC1E
D7432,D7304,D7594
BFA96,BF9D2,BFB53
D769C,D782F,D75D9
BFB3C,BFA90,BFB5F
D759A,D75B5,D75F0
BFB47,BFB89,BFAD5
D76B6,D759B,D780B
BFDE1,BFADA,BFAC4
D7620,D768A,D77A6
BFBF8,BFAF4,BFCAD
D7725,D77D9,D77DC
BFCC4,BFCEB,BFD76
D7657,D75EC,D76C6
BFCA7,BFC7E,BFDBC
D7549,D7670,D757B
C0084,BFDF8,BFC7D
D7652,D759B,D769E
BFAF6,BFC17,BFC22
D7714,D78B2,D76CC
BFC84,BFB74,BFC3B
D76D5,D7814,D787B
BFBA4,BFC07,BFDBE
D76EA,D7954,D77ED
BFD5A,BFBA1,BFC67
D772E,D76D9,D781A
BFBD8,BFB19,BFB83
D76B0,D7626,D763F
BFDA9,BFDAF,BFBC3
D7675,D767B,D783D
BFCC8,BFB56,BFC08
D7845,D7526,D7501
BFCF2,BFD0E,BFD77
D760C,D78B9,D74E1
BFB07,BFC54,BFE74
D6C8A,D6BA4,D6D5B
C03D6,C042A,C0367
D7D34,D7DD9,D7DDA
C0362,C01A2,C0154
D7C89,D7DC7,D7DAE
C02F8,C0145,C02F2
D7DB9,D7CED,D7CA6
C042D,C03B7,C0269
D7EA3,D7EC5,D7E3D
C05EE,C057B,C02F0
D7E35,D7BE3,D7CDC
C030C,C04A7,C0250
D7EA6,D7EB6,D7EE7
C04CF,C04C2,C0533
D7E5E,D7EE8,D7EF7
C0433,C04CA,C0355
D7FD4,D8057,D7F31
C0450,C0407,C0305
D7ED6,D7BE2,D7E02
C0322,C0367,C057B
D7CC1,D7DFC,D7E48
C0425,C03CD,C02C0
D7CDF,D7FBD,D7DB5
C02D8,C03F9,C0577
D7DFE,D7EF7,D7E73
C03F3,C02AE,C04B9
D7C27,D7DCB,D7F91
C0512,C03C6,C044A
D7DBE,D7F0D,D7DEB
C02F7,C0366,C045A
D7D6A,D7E8A,D7D02
C0470,C04ED,C05CE
D7F56,D80DF,D7E8A
C0353,C0434,C06FE
D7EC9,D7DAC,D7DCC
C0396,C03CD,C0353
D7F5A,D7F34,D7F09
C0455,C04E9,C06D1
D7D03,D7E0C,D7ED2
C0524,C04EC,C0197
D7D46,D7FBC,D7C99
C03C5,C041E,C02FB
D7CDC,D7E9A,D7D1B
C0779,C040A,C06A7
D7F57,D7ED7,D7DFB
C0577,C05A8,C02EA
D7DC3,D7EED,D7F33
C049B,C030D,C05F9
D8048,D80E2,D820D
C0636,C0462,C05E8
D8036,D7FCD,D7EC4
C0587,C0430,C066C
D7F8F,D8097,D7F71
C046F,C064E,C05C7
D7F44,D7F78,D7F55
C04A0,C049F,C052D
D7FB2,D7E20,D7E5E
C03D6,C0475,C0524
D7F5D,D803A,D80A8
C0471,C051D,C0534
D7DB2,D7ED9,D7F7F
C0435,C04EF,C0523
D7F7F,D7F0D,D7ED2
C04F2,C038D,C0465
D80A3,D8000,D80EA
C06DF,C063F,C0519
D8038,D806E,D8116
C06F8,C05F6,C0712
D807E,D7FAF,D809E
C05E9,C076B,C0612
D8152,D8063,D7D5E
C05B5,C051B,C068B
D8157,D80C1,D80DD
C06F3,C06B1,C051B
D80E7,D80B8,D827D
C0500,C0521,C04C8
D806F,D81B3,D819E
C05DF,C066E,C0432
D8061,D81D6,D81BE
C071A,C05E9,C05BE
D815A,D8410,D8236
C0624,C0393,C0618
D8006,D812A,D7F39
C064F,C0620,C0636
D7F83,D7F62,D80B0
C059F,C053E,C03E4
D80C3,D7FCB,D7F7B
C06B8,C05B7,C0558
D8106,D815F,D825D
C06FD,C07B1,C0785
D7F41,D8156,D80FE
C0556,C0723,C0616
D80B6,D7F69,D80DD
C050E,C071E,C07DA
D8162,D80B6,D8191
C0629,C083B,C0646
D8184,D81C3,D81B6
C0715,C054F,C06A2
D82E1,D8346,D8287
C08C4,C085D,C06FC
D823D,D8150,D81C4
C07CF,C07BF,C0898
D80AB,D8111,D80E2
C06A1,C07F5,C07E7
D82AA,D806D,D8218
C0895,C061F,C05CB
D820F,D81E7,D80DA
C0992,C0823,C0978
D82BF,D80EF,D81D0
C09E0,C079B,C0831
D81B9,D821E,D8086
C081B,C0973,C07B7
D83A8,D827B,D828A
C0806,C05FA,C07AA
D8098,D834F,D82F8
C05BB,C088A,C075A
D81A2,D803B,D81D8
C0758,C074E,C05E1
D8224,D8022,D81A0
C05F6,C0808,C0771
D823C,D81FE,D8140
C0574,C079B,C074A
D808F,D81EE,D8366
C0925,C0722,C0694
D834F,D80E8,D8191
C0967,C0696,C0719
D8214,D83AA,D80B0
C07CD,C055D,C06D0
D6C94,D6C61,D6C4E
C0512,C05C8,C0331
D7FBE,D7E2E,D7F66
C06BA,C0567,C073B
D7F7F,D7FC7,D8106
C054D,C04EC,C0597
D7E96,D7D87,D7EC6
C04C9,C0657,C05C8
D7FC4,D80E4,D803F
C05FA,C03D9,C0773
D80E3,D8102,D801C
C06B6,C0724,C04EC
D810E,D8124,D816F
C0485,C042A,C0650
D8084,D81B6,D8146
C03EF,C048F,C0460
D8370,D82E7,D8219
C05AA,C048F,C067C
D7C85,D8016,D8038
C04E4,C04DE,C0630
D7E47,D7E4A,D802E
C0586,C0428,C049D
D7F84,D7DCF,D7FE2
C05C8,C065A,C05D4
D801D,D7F8D,D7FBA
C05FF,C0458,C0695
D8059,D8125,D8031
C0489,C0566,C07EB
D7F42,D8093,D813E
C06B2,C05B8,C0553
D8102,D824B,D814C
C05FE,C0644,C05A6
D8128,D8115,D8017
C0783,C0682,C04F2
D808E,D8045,D7E41
C0579,C04F3,C051D
D800E,D80D1,D7FB0
C05C6,C057B,C0556
D7F15,D8005,D7F79
C06EE,C0561,C0517
D8071,D7FCE,D8081
C04FD,C067D,C055C
D8144,D8090,D8058
C0704,C07FF,C060B
D8107,D7F45,D8099
C04A2,C05C5,C0670
D7FFC,D8179,D7F75
C0548,C05BE,C04FC
D81DF,D8193,D8135
C05E3,C071C,C05D6
D7F46,D8099,D80A9
C0745,C064D,C083D
D7FE2,D80A7,D8159
C064E,C072A,C071C
D81B3,D8156,D811C
C07E1,C0630,C06F3
D81EB,D807C,D823C
C07EE,C0576,C0857
D82C2,D82AD,D812B
C05A5,C080A,C0853
D81B6,D82D0,D824A
C0600,C0932,C086C
D8369,D837F,D825C
C0888,C08E4,C0809
D83E9,D840A,D82F4
C0951,C0817,C0900
D83B5,D8360,D8347
C08E1,C09F7,C077D
D847A,D81B6,D82F9
C086C,C08A3,C0947
D81A8,D837B,D8262
C09F6,C0908,C080F
D8330,D8321,D8424
C0930,C09F3,C096C
D82A3,D8371,D82F5
C0A0B,C0A42,C0907
D830E,D8250,D82FD
C083D,C09BE,C0973
D82F1,D83AA,D8356
C09DB,C07F2,C07AE
D832B,D8557,D8550
C0A2A,C0968,C0989
D810C,D84A3,D8259
C07DA,C0A34,C081B
D8471,D831D,D82EE
C0947,C0963,C0914
D83C4,D83F3,D82BB
C0ACE,C0AE0,C07D8
D81B0,D838B,D8639
C0A1C,C0A0D,C0827
D8462,D829A,D823A
C0797,C07A3,C095D
D83E6,D82BD,D8373
C087C,C09A1,C09B4
D8293,D8444,D8236
C08CC,C07B0,C07B2
D861E,D8556,D8469
C08CF,C078A,C0880
D82FF,D83CF,D84F0
C099D,C07E8,C0A61
D832D,D80AE,D842C
C07A6,C087B,C09A5
D8508,D82EA,D83A9
C087D,C0874,C08D2
D82BB,D8398,D85DA
C086A,C094E,C08D9
D83FE,D842A,D8384
C0806,C08E0,C07CA
D846D,D8374,D824A
C0978,C0702,C082F
D8305,D8318,D8393
C08EF,C08D0,C0854
D8413,D846C,D828B
C07A8,C0996,C091B
D8246,D8328,D831B
C076A,C0649,C0808
D848F,D8332,D84E9
C0B74,C0A56,C09A2
D82F5,D8032,D8510
C088E,C07FE,C0775
D82D1,D824F,D8532
C09A5,C0AF6,C09CB
D8462,D82A1,D83CF
C0BB7,C0A3B,C09B4
D83D4,D8400,D86B4
C09F6,C08C8,C0910
D83A9,D8309,D827B
C0A2F,C09D4,C09A4
D78C9,D77A0,D797D
C1034,C1036,C10C0
D8B92,D8B34,D8A49
C0EF5,C0FE7,C10E3
D89E5,D8A92,D8B72
C0FF2,C0FC5,C1193
D8831,D8B17,D8A88
C1044,C120D,C1172
D8AAD,D8A12,D8C0C
C0FDA,C0FB8,C0F2B
D89A5,D87FF,D8D63
C1408,C1161,C10A0
D8D8A,D8E17,D8C61
C103E,C122B,C112E
D8C56,D8B90,D8DB6
C12BA,C1302,C1154
D8D5D,D8CE0,D8D8B
C1122,C0F83,C1111
D897F,D8CC1,D8A1D
C1234,C1169,C11C2
