{'CALIB_RAW_DAC_START_I': 655360, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 4, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
ACBE8,AC85E,AC9DB
E8675,E854C,E86C1
D0A01,D0977,D09D8
E84FA,E83F3,E831A
D0AAF,D0BF3,D0C37
E8294,E81DA,E8132
D105E,D106C,D110C
E8AD3,E8A76,E8C35
D0F96,D1041,D0DB4
E897E,E8813,E8A1D
D1071,D10BC,D0FDD
E8B32,E8A40,E8C24
D1000,D0F7A,D10F2
E88E3,E88EA,E8B19
D11C8,D0CA3,D0F8E
E87F7,E8985,E891C
D0FA7,D0FBF,D0E37
E8778,E8926,E8993
D0E82,D0EA1,D0F2A
E888E,E893C,E89B9
D0EC5,D0EC3,D0F1A
E8A10,E8946,E8A7D
D0E97,D0F15,D0EE4
E87DD,E8971,E899E
D0FEC,D0C9F,D0F22
E8892,E89E1,E8ABD
D0E78,D0F78,D0E8F
E8A8C,E8956,E897B
D0FF9,D1152,D0F35
E88CB,E8AF0,E8BBB
D0EAA,D0E61,D1104
E8B5E,E87C0,E8A71
D10D5,D0FA8,D0FB1
E8844,E8B9E,E89F1
D0EFF,D0F95,D0F0E
E8A50,E8B57,E892E
D0F56,D0E80,D0EA0
E8822,E8AA6,E88A8
D11FE,D1122,D106E
E8B0F,E8BE9,E8BC0
D0FF6,D115D,D0FD5
E8A18,E8B66,E8BC6
D0FC0,D0FDD,D1051
E8999,E8AD7,E8ABB
D0F54,D0FBC,D116A
E8B80,E8C0A,E8CA8
D1076,D10F1,D10CC
E89C5,E8A5B,E8BDE
D1024,D0F33,D0DCB
E8929,E8A98,E89DD
D0FE8,D1085,D1022
E8AC1,E8982,E8B0B
D0F87,D0FD0,D0EBA
E89C6,E8964,E8A8F
D10D8,D0FE6,D0DDC
E8A24,E898A,E8914
D0E42,D0ECE,D0FB8
E898F,E8A24,E8A4A
D0F3E,D0F59,D0FF4
E889B,E8ADA,E8870
D0CC1,D0F9A,D0F56
E8888,E8758,E88A1
D0DD3,D0E62,D0E4E
E8842,E883F,E8942
D0E5D,D0D2D,D0DD1
E898E,E88D5,E8917
D0FA6,D0DBD,D0DEB
E873F,E877F,E873D
D0F10,D0D79,D0EA0
E869F,E86E6,E8691
D0BE7,D0BBC,D0CAD
E866B,E867B,E8664
D0C69,D0C04,D0CBC
E8582,E885B,E861B
D0C8C,D0B50,D0C29
E867E,E862A,E847E
D0B5A,D0AE8,D07CB
E84B2,E83CA,E847E
D0A8E,D0855,D0993
E8595,E831B,E8576
D0DAA,D0B22,D0B7E
E84B7,E8675,E85EA
D0B46,D09E2,D0BD4
E836D,E831B,E82CE
D0991,D0A07,D08B0
E8388,E84FC,E8379
D08CE,D0AA4,D095E
E85DB,E834D,E8519
D08CC,D08F9,D091C
E82C3,E8369,E828A
D09B6,D0A0F,D0920
E82BF,E8367,E8225
D0B59,D0A2D,D091F
E82CA,E8563,E84B5
D08EE,D093D,D07BE
E8377,E82EA,E82CA
D09A8,D08A4,D093D
E82EC,E83FC,E84EC
D0AD1,D0872,D0A51
E848B,E8488,E84D9
D0933,D070A,D0A29
E837F,E8399,E83DB
D0A3E,D0BF6,D0C9F
E865B,E861E,E87C1
D0BA8,D0B88,D0D45
E85EF,E85CC,E8643
D0C17,D08C2,D0B81
E84D0,E8518,E846A
D08AD,D0907,D090A
E8414,E852D,E8614
D0B79,D091D,D0AA2
E8531,E8709,E85C5
D0AB9,D0847,D0C3B
E8630,E854A,E83FA
D0AB9,D09FF,D08F9
E84BD,E83DA,E84D5
D094A,D09DA,D099D
E84A8,E8629,E84B8
D09E2,D0952,D0949
E844F,E8234,E83D8
D0BD1,D0A80,D0947
E845A,E83E8,E83A4
D0A63,D0852,D08E0
E843A,E8426,E8419
D0AA3,D0A0C,D09D5
E84A1,E825A,E8436
D0AC2,D08D6,D0A1F
E8488,E839D,E8336
D0B25,D099E,D097B
E83BC,E8456,E85E6
D0A2D,D09DA,D08A5
E8401,E83E3,E8333
D09D4,D090F,D08CC
E7896,E784D,E7659
D0D82,D0CEB,D0EFD
E87EB,E8789,E8634
D0C26,D0B43,D0C5E
E87A2,E87C6,E877B
D0AB5,D0A41,D0A03
E88CE,E85E0,E8745
D0D67,D0A92,D0D48
E87A5,E8694,E8524
D0B57,D0D0B,D0CD7
E846D,E872C,E842F
D0B29,D0C73,D0BFB
E870D,E87A4,E866C
D0AD5,D09B1,D0B7B
E83E9,E84F7,E84F1
D0AB8,D0ADA,D0BB8
E8627,E878A,E86ED
D0BA1,D0BF7,D09DF
E84E0,E85DD,E883B
D0C6F,D0B02,D0B1E
E83DF,E8405,E85E7
D0AFE,D0BA5,D0A77
E854C,E8697,E853F
D0C40,D0B4E,D0B10
E8730,E8582,E8487
D0C6D,D0A97,D0A22
E83C5,E856A,E85D1
D0B17,D0BA4,D0B8A
E86C9,E86AE,E85D9
D0A05,D086C,D0B2A
E8464,E84DF,E8553
D09CD,D0850,D08BB
E85EA,E84B4,E851F
D0D89,D0D23,D0D6F
E87C9,E8536,E8766
D0C8D,D0D67,D0CAE
E883A,E87EF,E86F0
D0F90,D0D55,D0CFC
E8505,E86F3,E8684
D0B12,D0C4C,D0CC3
E8648,E8633,E8696
D0A42,D0C6E,D0C2A
E8511,E889D,E83FA
D0B37,D0AA8,D0AD6
E86EE,E859A,E86AF
D0ADF,D0C39,D0B76
E8578,E843F,E8501
D0D00,D0AC9,D0B4D
E8686,E8671,E86AE
D0CA7,D0A79,D0A84
E869E,E86B4,E86FA
D0BA4,D0B07,D0CD0
E8558,E8484,E8547
D0C14,D0AD4,D0ADE
E85B0,E8412,E8641
D0BBB,D0A97,D0B39
E84E2,E858D,E867E
D09BE,D092E,D0B69
E8319,E85DC,E8355
D0964,D08B5,D0918
E845D,E8554,E81DE
D0AB9,D0910,D0937
E82BD,E8411,E8465
D0851,D09CC,D091A
E83D4,E83FA,E8475
D08EF,D0909,D0913
E8290,E8158,E80E6
D07B9,D05C0,D0849
E81CD,E81D5,E80A3
D06EA,D06D4,D0650
E807B,E81F5,E805C
D04B4,D042E,D05AF
E80A3,E8192,E8150
D06B1,D06DF,D0545
E7FE1,E7EE3,E8084
D05BE,D0711,D0519
E802D,E8064,E80B8
D04CC,D05E1,D06C7
E7EE6,E815B,E80D1
D05FB,D0613,D0604
E8183,E80B3,E8341
D0654,D058E,D0561
E8105,E813A,E7FB5
D04D2,D0542,D05AD
E7E9E,E8156,E7F45
D060F,D061C,D047C
E7F44,E80CF,E7D72
D036B,D0537,D063D
E803E,E8050,E7FE4
D0408,D03A0,D05D4
E7DDC,E7F19,E7E8A
D0310,D03A0,D045F
E7CE3,E7F5F,E7D2D
D0422,D0388,D0314
E7DAB,E7D75,E7D8E
D0301,D0394,D054B
E7F41,E7F57,E7CAE
D05C7,D041F,D0542
E7F60,E7EC1,E80C8
D0649,D0572,D05E0
E7FDB,E800B,E80FC
D056C,D05B3,D06C2
E803F,E809D,E80FE
D03AA,D05F5,D0596
E813B,E7F17,E8161
D0846,D05E5,D0508
E80D3,E7FA3,E8085
D04E9,D07BC,D0597
E800D,E8080,E802E
D0477,D0596,D0575
E7FC7,E7E6A,E7F8D
D05D6,D0413,D05A9
E8061,E7FC9,E7F45
D0461,D041F,D046E
E7F3E,E8015,E80B8
D03A2,D0639,D066F
E80EB,E7FEC,E7EB4
D06C8,D0463,D0540
E7FDA,E7EF5,E7D37
D03D1,D038F,D03FF
E805C,E7E11,E7D45
D043F,D04AE,D033B
E7D24,E7C82,E7CFF
D04D0,D017A,D0465
E7CFC,E7F29,E7E98
D02DE,D0333,D0402
E7EBD,E7EA7,E7D1E
D045B,D0307,D035E
E785E,E783D,E788C
D0AA3,D0A1D,D0983
E8388,E82B2,E8475
D0B6C,D085E,D0942
E8131,E8444,E857D
D0A6B,D0994,D0869
E823A,E81DC,E82FD
D0933,D0981,D0716
E83B7,E85A7,E8314
D08E3,D086A,D0939
E82EF,E84AE,E831C
D09C3,D086E,D09FF
E8331,E841B,E823F
D0A13,D091C,D0867
E820F,E8117,E8168
D09ED,D06A9,D09C2
E82F3,E81F9,E8381
D0972,D0869,D08BD
E8256,E83B2,E8348
D0939,D0932,D08F2
E833F,E825C,E8023
D0815,D0783,D0840
E8236,E81A6,E8348
D0711,D07A7,D07F0
E8402,E81F3,E835B
D08D4,D07BC,D0880
E8255,E83A5,E8442
D07D7,D0738,D0734
E8233,E83A8,E8322
D07BF,D08B9,D06ED
E839A,E82AE,E8172
D08E3,D0974,D0732
E8069,E8250,E84B4
D09A0,D0858,D086B
E83E1,E8245,E8567
D096D,D094C,D07CA
E849A,E83CC,E86E9
D0974,D0A36,D0AD5
E8208,E84DA,E830B
D0A95,D099C,D08E8
E83E4,E8526,E82D7
D0A5E,D0AD8,D08C8
E8411,E83DA,E8553
D0753,D083D,D0913
E8466,E83CF,E839B
D07A7,D09BE,D09AD
E83A2,E856D,E83F8
D0A70,D07F2,D0895
E841D,E83D7,E83F1
D0888,D0838,D085B
E846F,E8432,E8473
D0903,D0928,D08A3
E8107,E82F3,E820D
D070C,D06AA,D080E
E82F9,E8422,E831D
D0906,D0AB6,D081B
E8222,E8375,E82F6
D0767,D0A14,D0933
E83DC,E82C6,E827D
D078A,D0906,D075A
E837A,E8151,E82BC
D08FA,D07CF,D06AD
E801B,E81FA,E827C
D06C9,D05EB,D0892
E8015,E8116,E8149
D0445,D03FA,D0354
E7FB7,E7ECB,E7F41
D0368,D02F1,D037A
E8032,E7F9A,E7EB1
D0667,D05EA,D0538
E7FD5,E801E,E802B
D06DB,D03BC,D0562
E8060,E7EDA,E7F8D
D0472,D040C,D0583
E7EB7,E7FD4,E81BA
D0437,D054A,D0554
E7EFF,E7BD7,E7E8A
D0456,D04C9,D0348
E7D2C,E7D80,E7E4D
D02C1,D0305,D03A1
E7C7C,E7E2D,E7C6E
D0444,D02FC,D0237
E7DB6,E7D1E,E7EF1
D042E,D03AF,D04C6
E7E47,E7E31,E7C47
D0091,D022B,D032F
E7DFD,E7D23,E7E4E
D0282,D02D2,D0367
E7DB2,E7D97,E7E0F
D0566,D0130,D032A
E7C80,E7CC9,E7BF8
D02D8,D01E4,D0220
E7D04,E7CF0,E7D9D
D0120,D03B8,D0210
E7CEA,E7D31,E7B64
D0281,CFFEB,CFEF5
E7CCF,E7C94,E7AD5
D02B6,D02C0,D01BE
E7DD7,E7F06,E7AF8
D03CC,D0379,D0322
E7EE8,E7E65,E8001
D05E5,D0301,D047E
E7E1E,E7E85,E7D12
D04C1,D04CD,D0571
E7E66,E7E5B,E7EA7
D0385,D0245,D02F7
E7DD2,E7E33,E7ED6
D0478,D02C3,D027C
E7EBC,E7ED6,E7CBC
D02D7,D03F7,D03AF
E7E0D,E7D80,E7ED6
D0394,D0210,D0099
E7D86,E7DC8,E7DB4
D0428,D0401,D04AB
E7C5F,E7D17,E7DBA
D02C4,D051A,D01BD
E7BCB,E7AB6,E7D84
D00B7,D005C,D0293
E7ADF,E7B68,E7AB0
D0163,D01BF,D0247
E7B38,E7B8C,E7B5C
D0362,D01AE,D01DD
E7BB4,E7BA8,E7C9E
D011B,D0288,D0069
E7BD0,E7AE7,E7A28
D00A0,CFFCE,D007E
E7CA0,E7B38,E7D3C
D0168,D021D,D002A
EDF38,EE05F,EDFB9
D1B9C,D1D9A,D1B2C
E95D7,E9573,E965A
D1C9B,D1A30,D1B84
E9752,E96A2,E94A6
D1D1B,D1C63,D1B18
E9555,E959A,E96CD
D1C94,D1CC0,D1ADA
E9611,E955C,E97A4
D1BB2,D1DFE,D1B3B
E9723,E9718,E96F3
D1D06,D1C87,D1BD1
E96C9,E95FD,E9609
D1CA6,D1B15,D1C11
E958C,E979E,E971E
D1B0F,D1A48,D1851
E9786,E951D,E9705
D1B8E,D1BBC,D1B10
E9417,E96AD,E947A
D1B0F,D1C70,D1BBB
E9476,E9654,E9534
D1B86,D1B17,D1A87
E92C0,E9556,E95B5
D1C91,D1A72,D1AFB
E9627,E95C5,E960C
D1C99,D1C1D,D1AC3
E96C9,E96F7,E9536
D1A96,D1B8D,D1B62
E9425,E956E,E93C8
D1C46,D1A87,D1AF9
E9452,E9308,E93FE
D1A89,D19FB,D1A10
E934E,E946D,E949F
D1BBD,D1D33,D1CA9
E9527,E9532,E97A2
D1CB3,D1BDB,D1B38
E959B,E9551,E964E
D1AD2,D1C06,D1CAB
E9594,E9552,E9578
D1B8D,D1C65,D1DCA
E96F7,E967E,E9721
D1CE8,D1BCD,D1AD2
E9722,E9681,E9526
D1C08,D19B9,D1B55
E952E,E98EA,E98DE
D1C45,D1C3A,D1C8E
E95CD,E95D5,E9693
D1BC9,D1B71,D1C91
E949A,E9446,E9718
D19AD,D1BA9,D1B64
E944B,E9437,E94B0
D1B94,D1B48,D1B7C
E96F8,E947B,E950B
D1B0D,D19E7,D196E
E9691,E94EE,E9412
D1A55,D1976,D18AF
E945D,E9514,E9444
D1B62,D196E,D1A14
E9268,E9488,E946D
D1A81,D1AB4,D1B96
E93F1,E94B8,E93AD
D1C3A,D1A3E,D1AFD
E954E,E9385,E937D
D1B56,D1AA1,D1B9F
E939E,E91AB,E9252
D1683,D175A,D16F1
E9034,E9090,E9087
D16D1,D15E6,D1678
E8FA0,E90A8,E9054
D1638,D1609,D1681
E90D6,E8F8B,E8F54
D17D7,D1813,D1588
E905E,E91F5,E9034
D1877,D17B9,D1756
E91A9,E91B9,E8F58
D169C,D15D9,D17A6
E92BD,E9108,E8F53
D167D,D154A,D171E
E918D,E92DF,E906B
D1650,D15AA,D17B6
E9015,E92A3,E9365
D16C4,D16D5,D170F
E8F48,E90A4,E9280
D164F,D140D,D16C6
E9016,E8F97,E935A
D1655,D174D,D159F
E8EE5,E8F07,E8F81
D143D,D14D1,D14D0
E901B,E8F27,E9016
D1693,D157D,D1501
E9149,E8FB6,E9093
D155D,D14C6,D1580
E8EF2,E8FB1,E8F36
D1428,D1473,D131E
E8E29,E8DAF,E8F01
D1383,D152D,D1345
E8F06,E8F23,E8D7C
D15A2,D164E,D1772
E8E53,E8F7D,E911F
D165D,D1657,D1707
E90D3,E91E0,E90D5
D168E,D1666,D181E
E9199,E9283,E911B
D183C,D162B,D1474
E8EBC,E90E6,E9072
D1674,D14D0,D1549
E8F23,E9034,E9195
D1612,D159D,D168F
E90B9,E8F29,E8E7B
D1525,D16CB,D166E
E8F58,E900E,E90FE
D16CC,D1472,D1496
E9003,E8FE9,E8F11
D155E,D137D,D152F
E8DCF,E8F95,E8FF3
D1817,D15D2,D1493
E8FA5,E8EC7,E9059
D162D,D16E9,D1515
E904F,E8E9B,E909C
D1599,D148D,D168E
E8F09,E8FCB,E9041
D15E5,D15A8,D150F
E8F84,E8F5C,E908F
D15B3,D16B4,D1339
E9014,E8ECF,E8E8F
D13C2,D1405,D14AB
E8DE1,E8F66,E8E3D
D1523,D1220,D148C
E88D8,E88D4,E8A35
D18E5,D197A,D1963
E942E,E948F,E9388
D1AF8,D1A99,D1B9A
E957C,E9482,E950B
D1A5C,D1B33,D1968
E93E9,E939C,E9551
D18DE,D1894,D1BD6
E94A7,E95F7,E941C
D171F,D180A,D186E
E91E1,E9281,E915A
D18B0,D18AE,D1A87
E9302,E925A,E9432
D1987,D18F1,D1AB6
E9579,E9431,E9193
D18AC,D1A16,D19D9
E945C,E94B4,E93CB
D1AFF,D1C36,D1B9C
E94E5,E9360,E958A
D1972,D19CD,D1AB1
E949A,E93A3,E93A6
D1ADD,D19EB,D1A75
E9535,E9422,E94FB
D194A,D19C4,D18F7
E91D4,E91F2,E91F6
D196D,D18DC,D177A
E92A4,E9212,E932D
D17A3,D1815,D161A
E925E,E9289,E93EE
D1981,D187E,D1983
E9376,E92CB,E9423
D18D2,D19F7,D19DD
E92CC,E9426,E93EF
D1B99,D19E3,D1AAF
E9147,E94DA,E9422
D1A14,D1A90,D1ACD
E93A5,E94E3,E93EB
D19BD,D1774,D19A4
E9423,E938B,E9482
D1B14,D18EF,D198D
E93EA,E9442,E9571
D18D1,D19F5,D1999
E938B,E943C,E935C
D183D,D18FD,D1942
E940F,E951C,E926C
D1986,D18C4,D1956
E9492,E9399,E9241
D1681,D185B,D17DB
E9323,E9461,E9508
D1811,D1799,D186C
E94C0,E93A7,E94F7
D1A88,D17F2,D1896
E950B,E9384,E939F
D17C4,D17AB,D183C
E93DC,E90A3,E90C5
D17A6,D17BA,D1752
E924F,E91FF,E94A0
D171D,D16BB,D1783
E916B,E91A6,E91F5
D178C,D1756,D1735
E9220,E91EC,E91F1
D161F,D16AA,D174C
E90BA,E900B,E91C0
D1622,D1544,D15EC
E90D8,E90E8,E940A
D147F,D14DE,D14FA
E8E10,E8F2A,E8EA0
D162A,D155F,D14D6
E8F96,E8F9D,E8E8F
D1542,D1541,D1733
E8EC8,E8FBF,E8F0C
D13C6,D14FD,D15BD
E9068,E9123,E8F92
D170D,D1730,D1494
E8CE6,E8D9C,E8EB4
D1512,D13BA,D13C5
E8E4D,E8E1A,E8E4F
D1343,D14C7,D14A7
E8D3E,E8D0D,E8DA3
D1443,D138A,D1434
E8DE2,E8EDB,E8DDB
D14B4,D158B,D1391
E8E0B,E8E64,E8D34
D149F,D148B,D14E0
E8D97,E8D7D,E8D14
D1324,D148B,D1264
E8C6D,E8D94,E8E25
D142F,D12D9,D134C
E8FB3,E8E8E,E8CDA
D1573,D12FB,D14B2
E8BEA,E8D04,E8DDC
D158C,D122A,D12AE
E8DDF,E8E49,E8E37
D1517,D129A,D135E
E8CF7,E8EF9,E8EA4
D1351,D1171,D12F7
E8E9B,E8F44,E8E59
D154C,D1554,D139B
E9014,E8FC1,E8EE5
D1667,D175C,D1630
E8FD7,E8E5B,E8F22
D15BB,D16AB,D149D
E8F2E,E8F18,E8E68
D144E,D1427,D1352
E8DFA,E8D47,E8F3F
D13DB,D1534,D13CC
E8F0D,E8E89,E8D23
D12C6,D133D,D1300
E8C89,E8E17,E8C4C
D1470,D128B,D12EA
E8D14,E8ED2,E8DF9
D1518,D1616,D1357
E8F53,E8E74,E8EBD
D1486,D1324,D1226
E8E83,E8E50,E8C66
D1403,D13E6,D145A
E8CAB,E8CB2,E8E69
D1488,D11E0,D1539
E8D48,E8DD9,E8E97
D1119,D147D,D137D
E8C20,E8D73,E8F67
D11EF,D1390,D139F
E8B92,E8C31,E8CEA
D13EB,D133C,D12D6
E8D18,E8E11,E8E09
D1315,D115C,D11E7
E8C60,E8A29,E8CE8
D12F0,D1262,D11A3
E7F0A,E80DA,E7F0E
D1844,D15CC,D16A0
E91CD,E9129,E910E
D16E8,D1604,D16E6
E8FB2,E9152,E9081
D153C,D15C2,D158D
E8F37,E9123,E8FBE
D1667,D167F,D158F
E8EFC,E9053,E9075
D16CE,D153E,D15A2
E8F87,E8F6F,E900D
D155A,D1528,D15E3
E9098,E90D5,E9368
D1553,D161E,D169B
E8F1D,E8FE5,E90C8
D1481,D14A8,D142F
E9007,E8FD5,E8FE4
D15DB,D1674,D161F
E90F3,E8FEB,E9107
D14BF,D1214,D145B
E8ED6,E90A8,E8F20
D1635,D15C8,D13B2
E8FFF,E8FBB,E8DB8
D1523,D15FF,D15BB
E8F2A,E9101,E92B3
D1633,D1640,D1513
E8E99,E90FC,E8F6F
D150E,D13D7,D12E2
E8F6E,E8FC4,E8D46
D1328,D164D,D1322
E906B,E8D80,E8E9F
D13A8,D1481,D1674
E8E67,E907D,E8D33
D157A,D1552,D156A
E8FCF,E9246,E9081
D15E5,D16A0,D1757
E9120,E8FF8,E9289
D1534,D1600,D1542
E9047,E9188,E9080
D1717,D1653,D15DB
E8F28,E901B,E9034
D15FF,D1794,D176A
E8FB3,E90CD,E9176
D1601,D13D6,D163F
E8F11,E9093,E8F00
D14EC,D1407,D14FF
E8D10,E8F43,E8F46
D133C,D14D0,D15C3
E90BA,E8F36,E8FFE
D142F,D1460,D152F
E8D34,E8FEB,E8FD8
D149E,D154F,D14E0
E90B3,E8F3B,E8E80
D1517,D1416,D162C
E8D79,E9024,E9058
D14FE,D1406,D14AE
E8E97,E8EA9,E8F6F
D15E9,D14D2,D1420
E8EED,E8EBC,E8F05
D14C4,D14CF,D13EF
E8CFB,E8F2D,E8DD1
D1428,D13F9,D144C
E8B24,E8E26,E90BB
D14E6,D1511,D1483
E8D0D,E8C73,E8CFE
D1347,D12BC,D1170
E8A78,E8AC1,E8CC5
D121D,D120E,D129C
E8BE8,E8D5C,E8CB1
D141D,D1237,D11F6
E8C6A,E8BEA,E8A97
D12CF,D10DE,D1173
E8B25,E8C6D,E898B
D110C,D10C6,D1289
E8A8D,E8C10,E8B6D
D107F,D1229,D10A5
E8811,E888E,E8A5F
D1132,D0E9D,D10BA
E8C66,E8AD7,E8CFF
D125A,D108A,D111A
E8B75,E8B83,E8C1B
D1108,D11C7,D12BA
E8A16,E8D92,E8B09
D12A1,D0F4E,D1172
E8CF5,E8A46,E89DA
D1086,D1075,D10AB
E8B3B,E8A35,E897B
D1096,D1116,D110F
E8BE5,E8B99,E8C52
D1127,D0FE8,D116D
E8925,E8AE1,E8B18
D0F15,D0F13,D100C
E88B8,E8BC7,E8A9F
D1068,D0F4A,D0FC3
E8993,E8BCA,E8A44
D0F52,D0EF9,D1197
E8ACA,E8898,E8A6C
D129A,D1066,D128E
E8BDA,E8B9C,E8B29
D11BC,D1115,D10B8
E8AE0,E8A5C,E8C70
D0FDD,D118B,D0F24
E889F,E89B6,E8A98
D11E7,D0F80,D0FB3
E8AF5,E888F,E8B7F
D109E,D104C,D0F7F
E89FE,E8A4B,E88F3
D0F30,D0EDE,D0ECD
E8905,E8A90,E8B1D
D0EBE,D0E8F,D0EF3
E8AFE,E8889,E8AE0
D105C,D0F1A,D0E28
E8B9C,E8BD2,E8BEA
D11AB,D114C,D11BD
E8A61,E8BFB,E8AD7
D117E,D0ED3,D1055
E8A52,E8A61,E893D
D0F50,D0D46,D0F94
E89B2,E89D3,E8945
D0FE7,D0F40,D11EF
E8A4A,E8AED,E8AFA
D0F3B,D101E,D0EB9
E899B,E8885,E891C
D10CD,D0F24,D0F31
E88FF,E8A37,E8ABA
D0C41,D0E53,D0E46
E88A7,E898D,E8965
D0E6F,D0E92,D0F1B
E8414,E838E,E848E
D1404,D1621,D13E4
E8E5F,E8E0A,E8F08
D144D,D14A1,D141E
E8ED9,E8DCD,E8E8A
D14D7,D150B,D1462
E8D44,E8E52,E8F09
D1454,D12EE,D139B
E8E32,E8DF4,E8CDD
D11A6,D12EB,D1241
E8E1F,E8C05,E8E64
D1411,D12F1,D12EE
E8E37,E8F0C,E8DAE
D12BD,D122E,D126C
E8D6D,E8C83,E8CFC
D127A,D128C,D13F3
E8D08,E8D01,E8D9C
D122A,D115D,D12AC
E8BA5,E8B95,E8DBC
D1206,D1105,D11BF
E8C4F,E8D9B,E8DE8
D1291,D13E4,D1207
E8CB7,E8DE0,E8BE4
D130A,D1179,D120C
E8C38,E8D45,E8C67
D1133,D1268,D11CE
E8CAC,E8D75,E8ACC
D12DD,D11B4,D1228
E8AF3,E8D80,E8D3E
D1207,D1277,D1221
E8C3B,E8DC1,E8C94
D1296,D1326,D11E3
E8AED,E8DC2,E8CB0
D1684,D1445,D1512
E8EF6,E8E25,E8E66
D126F,D13D4,D1441
E8C50,E8F02,E8F38
D13D0,D12AA,D1359
E8E8E,E8DD7,E8BED
D14BF,D133E,D145C
E8BD2,E8C2B,E8F0A
D1274,D13DE,D12F6
E8BBA,E8CA1,E8C36
D137F,D114F,D1301
E8C3C,E8B82,E8C0D
D10FB,D12F2,D13EF
E8C1D,E8D7C,E8D53
D1260,D11F0,D1486
E8D29,E8BD5,E8D7F
D12B7,D1327,D13FA
E8B82,E8EAA,E8BE1
D133E,D146E,D122D
E8D62,E8BA8,E8D70
D1324,D12EA,D125F
E8DE0,E8D8B,E8CF8
D134B,D138B,D1396
E8D56,E8B06,E8D39
D13F0,D14A3,D14BC
E8DA8,E8D29,E8B60
D11C2,D12E3,D1116
E8DAC,E8C09,E8D1C
D12C8,D11E4,D0F2D
E8DAF,E8C42,E8CE2
D11C8,D1171,D1256
E8C69,E8CD4,E8B51
D0FBE,D0E7B,D0F25
E898B,E89DA,E8900
D0F95,D0CD4,D0E7E
E8923,E885A,E8944
D1010,D0E21,D0EA7
E8723,E89AD,E8785
D0E3B,D0F41,D0E13
E8A68,E887F,E8789
D0D2A,D0D5E,D0F47
E88D1,E8882,E88FB
D0FD7,D0E3C,D0E6E
E88ED,E8764,E87F3
D0E9D,D0DED,D0E57
E89C1,E87A1,E89F8
D0FBD,D0D57,D0EC4
E8A4F,E8996,E8910
D1039,D0EB0,D0F6A
E8B2E,E88CD,E8A52
D0FCA,D0EBC,D0FC7
E8A1E,E8AD7,E8868
D0CC2,D0C90,D0C96
E885C,E8881,E892F
D0F26,D0EC2,D0EC4
E87BB,E8885,E88D6
D0C74,D0E61,D0D21
E85ED,E8811,E86FE
D0F07,D0C97,D0C8A
E8826,E88E5,E87CF
D0E7A,D0DB3,D0C9B
E86A8,E8787,E886B
D0C95,D0CAF,D0DE0
E890B,E87A0,E895C
D0F24,D0F71,D1087
E88E5,E8A02,E88FF
D0DC3,D0E81,D0EAA
E88DF,E8A1A,E8934
D104B,D0EDC,D0DE3
E88F4,E882A,E8950
D11A5,D0ECE,D0E5D
E892D,E8A2C,E88A6
D0ECE,D0EA7,D0EA9
E8762,E888F,E898A
D0EE6,D0EBC,D0ED7
E8971,E8921,E8938
D0C36,D0ED9,D0DAE
E86D2,E8655,E88E8
D0EF7,D0EA8,D0D52
E88FA,E8850,E8635
D0CF8,D0D39,D0DE1
E8868,E887A,E8734
D0EEE,D0D1E,D0C90
E8691,E883C,E8948
D0DF2,D0E6F,D0CE9
E89B8,E898E,E8896
D0E8B,D0C8E,D0BE6
E8823,E8756,E88B7
D0E1A,D0D46,D0CDD
E86CD,E863A,E8600
D0CD8,D0CBA,D0DED
E8923,E87A6,E8796
D0D39,D0C75,D0AE1
E86CA,E8883,E866D
D0D91,D0B3C,D0C1D
E93E5,E9464,E9550
D1EDA,D1ED8,D1DCE
E95DC,E9828,E9726
D1E73,D1D83,D1EF3
E97D2,E999F,E9ADE
D1F21,D1D9E,D1EAA
E9791,E984F,E997A
D1D36,D1D72,D1BBE
E990E,E9984,E997C
D1D59,D1BA8,D1D74
E974D,E969F,E972E
D1CBA,D1E37,D1E8D
E9778,E97CF,E98CC
D1EA6,D1F18,D1DF4
E96D0,E975A,E97E1
D1BFE,D1BB4,D1AB5
E9587,E96A6,E972A
D1AD1,D1C1B,D1CA8
E9729,E976A,E95D6
D1E4F,D1AA6,D1C23
E960D,E982E,E975F
D1D33,D1D17,D1C5E
E970E,E950E,E9620
D1A78,D1A0F,D1D91
E96A1,E958D,E961D
D1C9F,D1B92,D1CAC
E971C,E962A,E9678
D1C08,D1B2C,D1C60
E960E,E9667,E9573
D1C4C,D1B50,D1BB0
E93AE,E9429,E9598
D1BE6,D1BD0,D1CDD
E966D,E94B6,E96D9
D1D68,D1F01,D1DF6
E9733,E9645,E98FD
D1C72,D1DD7,D1E04
E97BA,E96E2,E9917
D1AFC,D1C2F,D1CA6
E9956,E971F,E9812
D1DD8,D2028,D1E05
E9950,E9802,E98D7
D1F15,D1E88,D1D0F
E96C6,E9679,E98F4
D1EB9,D1B21,D1DEE
E9617,E95CA,E9749
D1DB5,D1C44,D1D35
E9826,E96C0,E96D1
D1A89,D1B24,D1BA2
E973A,E96D9,E955C
D1C01,D1CD0,D1DE8
E97E9,E976E,E971E
D1E28,D1E84,D1D40
E969C,E9677,E96D7
D1B86,D1ADF,D1B65
E966F,E961B,E961D
