{'CALIB_RAW_DAC_START_I': 163840, 'CALIB_RAW_FILETYPE': 'CALIB_RAW_FILETYPE_LIMP', 'CALIB_RAW_DAC_A_INDEX': 0, 'CALIB_RAW_SERIAL': '20190606_02', 'CALIB_RAW_VERSION': '1.0'}
EFBFD,EFBCA,EFC9C
F2D7D,F2E24,F2D6F
10AABF,10A86C,10A9A5
F2EB7,F2E93,F2CD0
10A9AE,10A90F,10A81C
F2EC2,F2DD7,F2D6F
10A960,10A79D,10A8A7
F2FBA,F2CCC,F2E34
10A76C,10AAAA,10A70C
F2D3F,F2E45,F2D22
10A7E0,10A9C3,10A915
F2F3D,F2F68,F3004
10AA8F,10AB00,10A9DC
F2E1D,F2F26,F2F09
10A99E,10AA97,10AAA1
F2F44,F2FCC,F30E6
10AA0D,10AB1D,10AA07
F2FB4,F2F47,F323C
10ABD9,10AB86,10AA8F
F3061,F3142,F319D
10A958,10AB76,10AB30
F3071,F31B5,F2F7E
10ACCC,10AA62,10AD15
F30B1,F316C,F31F0
10AB14,10ABCA,10AC82
F30FF,F3086,F31A7
10AC3E,10AE04,10AE59
F3153,F3191,F315D
10ACF6,10AA4E,10AA73
F30B3,F3031,F32AA
10AB71,10AB80,10AC07
F31E5,F307E,F308C
10AB3B,10AB4C,10A924
F2DCE,F2ED9,F2FDE
10ACB9,10ADF3,10AB4A
F2FEA,F2FB4,F313E
10A9F9,10ACD8,10AC5B
F3081,F3090,F315C
10AB07,10AC05,10AA89
F2F93,F316E,F3192
10AD0A,10ADAF,10AD8C
F3317,F319E,F3323
10B7DF,10B655,10B89F
EFB9B,EFB55,EF9E1
10755C,107505,1074A2
EFB54,EFAD7,EFA92
107623,107454,10750C
EF9F4,EFA76,EFB24
1075B2,1074C5,10731E
EF925,EFA05,EFBD4
10766D,107720,1074EF
EFBD8,EFA06,EF968
107447,1076B4,10768E
EFB2F,EFB25,EFB0F
107395,1073C2,107603
EFB6E,EFC38,EFAB4
1077A2,1078FF,1076F9
EFAC0,EFB86,EFA1E
107806,107978,10785D
EFBA2,EFAE2,EFCB5
1076E3,107805,1076DB
EFCD1,EFC3C,EFCE0
1076FA,10741F,107662
EFCB5,EFEBF,EFD7B
1076FA,107795,107790
EFCA7,EFE1D,EFF3D
107874,107749,107908
EFDDA,EFB89,EFC4E
1076DF,10789A,10792B
EFF0B,EFC8D,EFDF7
107978,1078EF,107947
EFCDE,EFD56,EFDA1
10791B,10782B,1078EC
EFE2D,EFDD9,EFDB9
1076D1,107968,10795C
EFE39,F006B,F0054
107A5B,107AA0,10793B
EFE70,EFE8A,EFEFC
10785A,10792D,107966
EFF24,EFE79,EFFEA
107AED,107909,107953
EFED2,EFE7C,EFE1F
107938,107A15,107961
EFF7B,EFF34,F0074
107814,10792E,107901
F00FD,F001E,EFFDD
10794E,1079BE,107937
EFDAC,EFDF7,EFEC6
107BDE,107A78,1079DD
EFFEA,EFD48,EFF47
107AEB,107945,107BB6
EFFAE,EFEF3,EFF2B
107A65,107AF4,10798F
EFFA8,F0040,F0084
10790B,107B5A,107B1A
F00BF,F002A,EFF1D
107AED,1079B2,107A69
EFF52,F007C,F0127
107C73,107961,107AE1
EFF90,EFEBD,F001C
107B7F,1079FC,107B5F
EFFA8,F021A,F00C6
107C18,107A5D,107B7D
F027A,F00AD,F022E
107BB8,107BCA,107C0C
F01E2,EFFC5,EFF4C
10799D,1079B5,1079DD
EFD8E,EFCEE,EFBDB
10786F,107811,10771F
EFCFB,EFD60,EFC61
1077BD,1077A3,1076C1
EFFFD,EFD7C,EFE16
107575,10778D,107845
EFD49,EFE76,EFF14
107862,1077DF,1077A1
F0025,EFE64,EFDC6
10797C,1078C4,1077F4
EFEA1,EFD7F,EFE84
1078FD,1078E3,107874
EFE81,EFEE2,EFE1B
107861,107772,1078EA
EFEBE,EFE05,EFFC3
1079E8,107A6F,107B36
EFFB2,EFE62,EFEE8
107A09,107A0D,107980
EFF10,F002C,EFEC2
107981,107A77,107B88
EFFCF,EFEB9,EFFB6
107A61,107BD8,10799F
F0002,EFF21,EFFB7
10790C,1079D4,107A65
EFF44,F00AC,F024B
107B1C,107B1F,107C2A
EFDEF,EFDFE,EFEC2
107A83,1078E0,107A9E
EFDF8,EFF69,EFF20
1079A1,107965,107813
EFFFB,EFDDF,EFD76
107B53,107941,107A9E
F0126,F0033,F0027
107BC8,107A64,107BA9
F0199,EFF1F,F002F
107AB3,107C14,107B7F
F0333,F00C1,F00B0
107B85,107CDC,107C71
F0314,F01FE,F0085
107DED,107CA4,107BF1
F015B,F0233,F0235
107AD3,107BA6,107CB5
F02B1,EFF6E,F00C0
107C26,107BC8,107C27
F025B,F0169,F01C2
107C5B,107CA8,107C04
F0313,F0254,F0300
107D94,107B48,107D0D
F0246,F0331,F017E
107DC1,107F86,107DBD
F0220,F01DF,F03F1
107B9B,107D2E,107C68
F0277,F01B5,F0204
107DC0,107DAC,107DE0
F030D,F03B9,F029E
10806F,107D54,107E07
F030A,F02FA,F0362
107D5D,107DC2,107C87
F02BD,F01D2,F03E8
107EBF,107C80,107D1C
F034E,F039C,F03A9
107C97,107D87,107CED
F03C6,F0395,F03A2
106D7E,106EFA,106EA1
F04CF,F0401,F0370
107DFE,107D7C,107D0F
F035C,F0298,F03AE
107D08,107D4E,107F53
F037A,F0276,F04BA
107E67,107DF0,107E20
F044A,F048C,F0321
107E77,107FDC,107E7E
F0361,F0363,F038F
107D6D,107FF8,107E37
F01E7,F0329,F04E3
107FAD,107F11,107E6D
F03A5,F017E,F0413
107ED3,107E0B,107E65
F0523,F03AA,F03EC
107E24,107EE7,107F60
F043B,F0449,F04A0
107D6D,107DAF,107FBE
F0397,F0391,F02A6
107E1B,107D83,107E05
F033E,F042E,F04EF
108083,107D98,108086
F079B,F0555,F052C
108243,108015,107F84
F06BD,F05EC,F049A
107F49,108077,10803C
F05F2,F040A,F0597
107EC4,108169,108249
F0747,F0559,F06DF
1080A5,108171,107F5D
F062E,F06A2,F061A
107FA7,107FC0,107F8C
F0893,F06B5,F0921
108227,108264,108109
F079D,F073A,F080F
108297,108215,10822C
F07B7,F0638,F0741
10816E,1081F8,108358
F0835,F07B1,F0703
108427,1080F8,1082D4
F0791,F06CC,F0880
10825C,108122,1081A4
F0702,F0782,F0646
1080DE,1082B2,108114
F05DF,F07AB,F066B
1080EB,108176,108109
F070D,F0735,F0724
108187,10814A,1082B0
F067F,F066E,F07ED
108293,1081AA,108120
F05FF,F0851,F09ED
108375,108279,1083E5
F0A62,F09F5,F0874
1081EA,108364,10827F
F0977,F085D,F0A07
1082E7,10830B,108312
F07DC,F0990,F09DF
10829E,108248,108300
F088E,F084E,F0886
108259,108309,108373
F0964,F074D,F08EC
108517,108353,1084FD
F0AD8,F0778,F0975
108188,1080D3,108204
F070D,F0683,F051B
107E70,1081A1,107F7B
F0696,F054D,F0686
10805D,108220,1081FF
F06F9,F0735,F0704
107FF0,10816D,1080CA
F06AD,F05E8,F05D6
107FE7,1081EE,10820B
F07BF,F05A3,F0600
10825A,10829A,108202
F06A2,F085E,F04D8
107F14,10811D,107F36
F0583,F0793,F060B
107F84,10813B,1082E2
F072C,F05B3,F07CF
1083D4,10828A,1081EF
F0838,F0617,F05F6
107F72,108157,108123
F06F6,F0868,F08C1
1080D8,1080E7,1080D8
F0577,F07DA,F05C4
1081C0,108072,108098
F08E4,F0695,F0706
10823A,108365,1080E9
F0602,F079F,F0664
1081E5,108201,10813D
F0750,F07A3,F071D
10807E,1081B0,10816A
F093E,F07FE,F092C
108248,108198,1081F1
F08AF,F0794,F0825
10806A,107FC1,1081B3
F08AC,F077C,F08C7
1083BD,108308,108454
F0897,F09C6,F07EA
1082DD,108498,108250
F0AA7,F0937,F08E8
1082FB,10850C,10831F
F0C16,F0A00,F0A86
1082AE,10831C,1083CC
F092F,F08F6,F09B8
1083BC,10862F,1085F6
F0BA7,F0A57,F0A15
108553,108316,10854F
F090B,F08F5,F0892
108552,10856F,108488
F0ABC,F091B,F0878
108223,1084E3,1085E4
F0A7E,F0A5E,F09C1
1084C8,10862F,10853B
F0CEB,F0B8E,F0BCB
1084BB,10873A,10852D
F0B49,F0B51,F0B15
108460,108568,1085B8
F0B4A,F09A9,F0A89
108668,1085E0,108666
F0BDC,F0AA0,F0C94
108437,10854E,1086AC
F0C34,F0B29,F0A8D
10862D,108719,1085C6
F0C0B,F0E03,F0A93
10863C,10849A,1085B1
F0BD6,F0BD5,F0C7E
106CF5,106BAC,106B85
F0D05,F0B57,F0C8D
108587,1085E4,1086A8
F0AA3,F0D3D,F0D61
108706,108697,108712
F0C27,F0BC4,F0B55
108631,1087C4,1086BC
F0D83,F0B7C,F0CEC
108748,108769,1086C0
F0B3F,F0B53,F0DCE
1086A3,108781,108643
F0D74,F0B6F,F0C96
108580,108712,1086E8
F0D10,F0C5C,F0B4E
1087B4,10844D,108509
F0BBF,F0C0A,F0D73
10860B,1087F4,108737
F0E00,F0E2F,F0B49
1087F9,108706,1088C6
F0DEB,F0D02,F0CFF
1085B4,10888A,1086ED
F0D01,F0DB1,F0EBA
108857,108788,1087E8
F0D84,F0C78,F0DCA
1087AA,108971,108848
F0EEC,F0E1A,F0F43
1088A2,10886D,10885A
F0FB6,F0ECD,F0F20
108983,10895E,10880B
F0D8E,F0FD9,F0F1F
1089EB,1088A8,108A53
F0E8D,F0D2C,F0EDB
1088AF,108984,1088FC
F0EB9,F0E7B,F1009
108A47,108AA6,1089D1
F0FC4,F0F51,F0DC3
108A3C,1089C3,108B73
F0EA3,F0CD1,F0DCE
1088C6,108919,10898D
F0FB4,F0FE7,F1092
10888A,10897D,108A17
F0EF9,F0EB5,F0FE3
1089E7,108A3B,108A14
F0FE9,F0F58,F10AD
108CAF,108A9A,108B5D
F1106,F1040,F1274
108A0C,108B93,108BD3
F112E,F109C,F1072
108BBF,108C79,108B64
F0EB7,F116B,F0E0B
108952,108BF9,1089E7
F0FD3,F1208,F12C3
108A0E,108BFB,108B8E
F110E,F0F20,F0F4F
10880F,108B07,108B2F
F119F,F1139,F1206
108A0B,108B04,108BA0
F1190,F12AF,F1146
108CEE,108B9C,108B75
F12AF,F1144,F1064
108C73,108C0D,108C9F
F124E,F1175,F1182
108BB9,108CFD,108CD3
F0FC6,F12CC,F10CD
1088EA,108C3D,108C81
F0FBC,F0E4C,F0CBB
1086E5,108740,10893B
F0D75,F0C0C,F0AE8
10887C,1088CF,108825
F0ED5,F0F5E,F0F85
108688,1088BF,10891D
F0F1D,F0D02,F1014
1088D6,1089E0,108975
F0DE8,F0FB6,F1047
1087D8,108B36,108911
F0E1D,F1103,F0EF2
108A20,108A1A,108A78
F0ECA,F0EE8,F0E83
108877,1089FE,108A64
F0F91,F1008,F105F
1089D8,108948,1088ED
F0E3F,F0F5D,F0FFE
10880B,108C54,108855
F1057,F0F82,F0EF6
1089B3,108A68,108A2A
F0E70,F0FE2,F0FA4
1089C8,1089AC,108A24
F0F11,F0FC8,F10EC
1089FC,108962,1089FE
F0FEB,F0F60,F0F98
108A2B,1088D4,108A30
F0FD9,F0FB3,F110A
108AA6,108B41,108A59
F1013,F0FB2,F0FB5
108906,1088A4,108A6F
F0F2C,F110D,F1160
1089A9,10891B,108B0B
F112E,F1090,F10CB
108D12,108BEB,108C0B
F12AB,F1300,F11B9
108D00,108E6A,108DA9
F1166,F11CC,F1204
108C86,108C09,108DB1
F126A,F118D,F116A
108C12,108A98,108D31
F11D5,F10A0,F11C6
108DC4,108A83,108CF2
F10EE,F12C8,F12AE
108E14,108CC0,108C5E
F1366,F12E9,F11AB
108C02,108C65,108C3A
F1157,F1284,F1299
108E2F,108DC2,108C50
F1347,F125B,F1339
108C13,108D87,108E20
F14AA,F11DF,F1294
108EAC,108DAA,108F2A
F12AF,F124D,F1312
108E64,108D59,108E46
F1383,F12E0,F1262
108D60,108C6A,108B68
F134F,F13B1,F12D0
108C8A,108D07,108E5C
F1464,F1336,F145A
108B6D,108EC4,108E5B
F15CB,F12A9,F1277
108CB2,108EC3,108E56
F135D,F1504,F12F7
107FCE,10812A,107E0F
F13B6,F13B2,F12CF
108EDE,108E22,108DA7
F1464,F1356,F140F
108F2D,109029,108FE2
F13A2,F1366,F130E
108CFA,10900D,108F8B
F1343,F1424,F1286
108F08,108DB0,108FFD
F14BA,F1410,F1568
108FED,108E43,108DF0
F13A1,F14A5,F13A3
108D9F,108E1D,108D50
F12FC,F139D,F14B3
108F31,10910C,108F84
F13B5,F14BD,F12F8
108F62,108F17,108FFF
F14B6,F13C6,F159C
108E87,108F71,108F3F
F16A3,F149D,F152D
10909B,10918E,108F82
F1469,F135E,F14B7
108F41,108E8C,10912C
F144F,F14C7,F16B6
108DCD,108F93,108F7C
F1560,F161E,F13F1
108DE8,108FAE,10911E
F12BC,F15C0,F14A6
108F6C,108E4D,108FEC
F148E,F127D,F156F
108E27,108F87,108FCF
F146C,F1360,F1429
108E26,108EAD,108FE1
F171E,F17A9,F1708
108E3F,109073,109122
F16BE,F166D,F13B9
10914A,1090E0,108FEF
F15E1,F1674,F1690
109073,108FB9,10909F
F1674,F151F,F153F
1090FF,109165,109101
F1924,F194D,F17CC
1091A6,1091BA,10908F
F16EF,F17EB,F178F
108F53,1090ED,1092CB
F16DA,F176A,F1764
109292,109145,108E7B
F1704,F18F3,F1AB5
1093E4,109314,109214
F175F,F189F,F1983
109303,10929B,1092E2
F1803,F18E4,F1846
1092FD,10930F,1093EE
F1A1D,F194B,F182F
109147,10936F,1091F7
F191B,F1A92,F1956
1093D8,109540,1094EB
F18F5,F1812,F18DC
1092D5,10940A,1093F5
F19AF,F17ED,F17D8
1092C9,1093ED,1093C4
F1998,F1A5C,F194C
1092E5,10943C,1094AC
F1B73,F1961,F17D3
10914C,10906C,109301
F1502,F13E1,F154F
109101,109060,108F41
F1510,F15E4,F1670
108F7D,109066,1090D2
F15A7,F1586,F168B
108DE4,109062,1090D9
F162C,F179F,F18A4
1091EF,109124,10929A
F162C,F1744,F174E
1091A1,1091B4,109021
F17A8,F1646,F1626
109255,10911B,10910E
F16D0,F15BA,F16A1
109140,1091F2,108FEC
F1956,F18A8,F18AD
1093FC,1094A0,109467
F181F,F1821,F198B
109313,109279,10927E
F172F,F18AC,F17AF
109232,10931E,109382
F1812,F184C,F1717
1091DE,10919F,1091E7
F1886,F178E,F17B8
1091E1,109426,1093E2
F18E7,F19B6,F19A2
1093AE,109323,10924C
F1781,F1866,F1864
109399,109344,109347
F1878,F1946,F17E3
1092D7,10938B,109285
F1832,F19AD,F18FF
1092F8,1093CD,109477
F19AB,F1B01,F1ABE
1091A7,109524,10938A
F1A50,F1C49,F1993
10956F,1094B9,1094D8
F1A81,F19F2,F19F6
109445,109708,1095D7
F1AAC,F1AFB,F1B4F
109524,109710,109451
F1A62,F1A71,F1CB0
1093D9,1094D2,109676
F1997,F1AA5,F1945
1093A9,10952B,109510
F1A72,F1CA2,F1A52
10961D,1094FE,109583
F1B1F,F1BFE,F197D
109674,1096B6,109710
F1BC5,F1CC0,F1C7E
10954A,1096A5,10965F
F1C5B,F1BD2,F1CB4
10976E,1097FD,1098CF
F1B34,F1C12,F1BE8
10952A,1096CA,109638
F1C3E,F1CF9,F1BE8
1094F6,10967F,1096DE
F1C04,F1D61,F1A8F
1095E7,109649,109636
F1A90,F1AC1,F1BA1
10984A,109755,1096E2
F1B76,F1BD5,F1D13
1095E3,10961E,10969F
F1DE6,F1E8F,F1C26
108975,108867,108B6D
F137C,F1176,F10EC
108ADE,108AC5,108B17
F0FEA,F11BD,F1046
108BC5,108B53,108B30
F106D,F110B,F0EFF
108BB9,1089F4,1089E3
F10B0,F1252,F1108
108B8A,108A70,108AE6
F114A,F0DCF,F10D7
1089D5,108B06,108B62
F101B,F1187,F12F7
108AFF,108BE2,108ADB
F121C,F10EF,F10C1
108978,108C31,108C42
F10D8,F0FCC,F102C
108B8A,108D36,108E20
F128A,F123E,F10B7
108C0E,108BE7,108B84
F124B,F10AA,F1228
108D05,108BBE,108B22
F1117,F0F38,F1233
108B9C,108B6A,108B07
F102E,F1081,F117A
108C76,108C61,108D7F
F1130,F11EC,F115B
108C3C,108C2C,108C42
F11BB,F1236,F1032
108D07,108D25,108D09
F126C,F1111,F12D6
108D65,108B2C,108A6F
F12A4,F1225,F13FE
108D14,108A18,108AF7
F1467,F12C1,F1468
108E6E,108C34,108F3A
F142D,F12A1,F113F
108F5E,108CE7,108CF3
F13B6,F1523,F13CF
108E93,108F22,10907B
F149F,F144D,F12C1
108EAB,108F85,108EFC
F129D,F1441,F15B4
108F2F,108FE8,108D11
F1544,F1548,F12D1
108EBE,108F15,10917C
F13F7,F13DF,F141F
108EA5,108FDA,108E2D
F1449,F14A0,F159B
1091A6,108F24,10903B
F153C,F12C6,F142B
108F0E,108F4C,108E5D
F1593,F1531,F1507
108F46,10909B,109078
F15E7,F1626,F1409
108FAC,108EF5,1091B3
F1477,F131E,F13DE
108FEC,108FB3,1090DC
F1749,F1658,F149D
108E83,108E99,108F43
F154E,F15DD,F177B
1090B0,108EE6,108FF1
F1618,F161F,F1572
108E6A,108FDA,1090FA
F1333,F153E,F1743
108E7A,108FF3,108EC7
F128B,F1431,F1213
108C0B,108D6D,108C60
F1226,F1327,F1328
108CA7,108DEE,108DE0
F1385,F1154,F1436
108D1A,108DE1,108EAC
F13A1,F1447,F132D
108D2B,108D03,108D04
F1243,F1360,F12DD
108B85,108FB9,108D07
F1275,F1306,F12CA
108D80,108EBA,108FB2
F1514,F1495,F1311
108D6D,108FEC,108EC2
F14C6,F1334,F13F9
108F21,1090D6,108F07
F1301,F12E4,F1478
108D27,108E3B,108E44
F13BA,F1502,F12F5
108DB9,108E02,10901D
F1465,F140D,F1373
108DA2,108D8E,108EDD
F150C,F15E2,F1457
108EF5,109018,108FF1
F1497,F15F9,F12A9
108E20,108FB1,109017
F154D,F13DE,F1567
108F07,108DD6,108E4B
F1348,F138F,F1460
108F56,108E2A,108DCA
F13D4,F14CA,F130B
108E1B,108F7A,108FCC
F163F,F14CA,F1529
108EFE,108FCD,10914B
F15D4,F1599,F16CD
1091F1,109127,10903D
F14B2,F1704,F16CE
10902B,109234,109115
F169F,F169A,F16AE
109008,1090F1,109129
F167D,F1789,F16FE
109131,108FE8,10930C
F1849,F1638,F16C4
109262,109034,1092C2
F164B,F16DF,F15F5
1091B1,109178,109229
F18B5,F1724,F17A3
1092A3,1091CF,1091E9
F1856,F17FA,F170B
109133,1090F2,1090D6
F175E,F1838,F17A8
1092C6,1091FE,1091D4
F162F,F1784,F1972
1092FD,1091CF,109119
F1811,F169C,F17FB
109420,109446,10945C
F16C9,F194F,F1786
109213,109351,109257
F1916,F17E5,F16E9
1092D8,1092D4,1092CE
F1723,F1965,F169B
109225,1093F9,1093DD
F1829,F16DE,F1898
108219,1084C0,108454
F18F0,F17FE,F1989
1091DF,109326,109438
F17F7,F18F6,F1700
10939C,10937D,10946F
F1906,F1820,F199C
109303,109509,109281
F18D6,F18E1,F1918
1092A0,109306,1092EA
F1750,F19B5,F1A82
1092FC,1091F4,1093A3
F188A,F17E5,F188A
10931D,10945B,109388
F1860,F1869,F17F1
1092E9,109323,109268
F1810,F1859,F177E
1092A4,1094BF,10929C
F1903,F17D6,F193E
109084,109245,1094CE
F193E,F1A20,F1A10
10940F,109478,10938A
F1AD0,F1A4E,F1962
1092CA,1094CF,109569
F18C9,F1A52,F1A13
109651,1093A3,1095C1
F1BA0,F1B8F,F1B33
1094C6,109547,10946E
F1C59,F1A64,F1B9A
1094FD,109625,1095F8
F1B4F,F1CAF,F1A90
1093F0,109583,1095A2
F1AC0,F1A13,F1BFE
1094EC,10941A,10944C
F1B7B,F1BC6,F1AF1
109591,109684,1095F3
F1AAD,F1C28,F1A99
109689,109647,1096D2
F1AFD,F1D7C,F1CE8
1096BA,1096FF,109816
F1C09,F1C4B,F1BBD
109747,1095FE,1098E2
F1DCC,F1BB6,F1B67
10965C,1097AF,1097E5
F1AF7,F1B42,F1A99
109728,1095CE,10960B
F1D40,F1B42,F1DBD
109952,1097F7,1096D4
F1DD8,F1E14,F1D59
10987D,109776,1098E0
F1DD5,F1D3B,F1E02
10963C,109824,1098C8
F1DFE,F1C5B,F1ACF
1097FF,10981B,1095ED
F1C7E,F1D90,F1EA5
1097ED,109B65,109741
F1CF0,F1D95,F1CD0
1096F5,109820,109704
F1EAF,F1D6C,F1D6F
109622,1097AB,109827
F1C2A,F1B75,F1CEE
1095F9,1096FD,10992A
F1DE0,F1CF1,F1BDF
109799,1098CB,109845
F1E91,F1DD5,F1C2D
1098E1,1095F0,1097F7
F1A28,F189E,F1B49
109556,1095DB,109444
F1B08,F1BA6,F199C
109552,1094DE,10952E
F1DA5,F1B3C,F1BE4
10967C,1095EC,109604
F1B71,F1AA6,F1A2F
109524,109556,109520
F1A26,F191A,F1A7C
109613,109571,1097DC
F1C7E,F1C0E,F1B83
10959A,10974B,10979E
F1C67,F1CFA,F1B6F
10963D,10959A,109656
F1A39,F1AE8,F1BBE
1095E3,1097B1,1097A1
F1AD8,F1917,F1C48
109623,109537,109624
F1C1F,F1BCF,F1BAC
1096BA,10962C,1094EF
F19FA,F1BD6,F1CA2
1095EF,1096BA,1097E3
F1E13,F1CAF,F1B62
1096DF,109661,109723
F1E70,F1FB6,F1DEE
10969E,10982F,10969C
F1CE0,F1D8A,F1CDB
109700,10970C,1097F0
F1CB8,F1C66,F1CFC
109793,1096A5,109695
F1E30,F1ED7,F1D5B
1097A6,109617,109988
F1F4D,F1E51,F1E5C
1097F1,1097E7,1097ED
F1F38,F1E9F,F1EBC
10988F,109825,1099AD
F1E9E,F1CB6,F1D9C
1097C0,1099A0,109910
F1EEB,F1DFA,F1DF7
10996A,1099A6,1098D7
F204C,F1DEF,F1DA8
10993E,109988,1099AD
F1F3C,F1E63,F1E3A
109AA6,109A94,109A57
F2146,F1EA9,F1E4F
109835,1098BB,109811
F1DC5,F1DE4,F1C91
109A9F,109B4B,109AF0
F1F36,F1ED7,F1EAD
1097AB,109982,109771
F1E97,F1F52,F1F7F
109A5E,109AD1,10995D
F1F28,F2044,F2109
1098CD,1099AD,109A07
F208E,F2069,F1F6D
109952,109ADC,1099AF
F1FB7,F1FAF,F1F87
109A0C,109906,1098B4
F2000,F20A2,F2034
109BCA,109B00,109A33
F2281,F2096,F210F
1099A9,1099BD,1099E5
F210E,F208A,F21A7
108207,108023,108036
F204D,F2073,F1F9D
109988,109BC3,109B56
F1F98,F1F22,F2066
1099C3,109966,109A2F
F2119,F2095,F200D
109B49,109AA8,109AF8
F20E9,F1FEA,F2095
1099BC,109ADF,109B10
F20E6,F2140,F204F
1099CD,109C2C,109A52
F20F9,F2094,F20F8
109ADB,109B1D,109B86
F211D,F21B1,F215A
109C76,109A09,109AED
F2070,F20A3,F2041
109B45,109CBD,109C43
F21A9,F2099,F2140
109D3C,109DBF,109B66
F212A,F21EF,F2157
109EAC,109C48,109D2E
F2255,F238C,F22CB
109CE3,109C1B,109D0A
F233B,F228A,F22E3
109D88,109D06,109E44
F2368,F2371,F2227
109E96,109D95,109C39
F20FE,F246E,F2192
109DA0,109D7C,109DB0
F253D,F233B,F2391
109D3A,109DA0,109D11
F22E9,F231B,F2187
109D67,109DFC,109D46
F2418,F222A,F249C
109E72,109DC9,109FCB
F24EF,F24B2,F24B5
109D28,109E4C,109FF0
F263B,F2550,F256E
109DB8,109E61,109FB6
F24AF,F248F,F2657
109E7B,109FBD,109FD4
F258A,F260E,F25D9
10A00A,10A05A,109D7F
F25D0,F2543,F23C2
109F19,109E42,109EA2
F262B,F2565,F246A
109F46,109F75,109F97
F2618,F269B,F2736
109E7C,109F9B,109F76
F24FF,F2579,F262F
109FF8,109FBB,10A2CB
F26CF,F2676,F2657
10A0D3,10A25E,10A0ED
F2507,F25B0,F27BA
10A1CE,10A14C,10A36E
F265E,F2644,F2808
10A17A,10A213,10A1A2
F2829,F2752,F2587
10A1C6,10A1ED,10A006
F2716,F266C,F26D0
109F17,10A0A3,10A139
F2696,F27B9,F271B
109F99,10A0C9,10A107
F285E,F27E4,F2820
109F76,10A005,10A17B
F2178,F23D3,F223D
109E97,109DF4,109E3A
F22F7,F23F6,F2407
109D1F,109EED,109D81
F2331,F22BB,F24D7
109C97,109C6C,109C8C
F2361,F2496,F25BD
109D99,109E2C,109E19
F2432,F23D8,F2354
109CC8,109DCB,109D8D
F2484,F22C0,F24BD
109D97,109E9A,109D96
F2492,F22C6,F2388
109E49,109F23,109FA1
F25BF,F235E,F23DF
109ED9,10A0B7,109F09
F210C,F22E0,F21FC
109D1E,109D51,10A00D
F2450,F2417,F24F8
109EF1,109F4F,109DFD
F244A,F230C,F22DB
109D70,109EE8,109F6A
F25D4,F23CB,F23E8
10A078,109F94,109DED
F245A,F246D,F2474
109EB6,10A00A,109F44
F24E7,F235E,F2385
109EEB,109F35,109EFD
F26CF,F2492,F26A4
109EFB,10A151,10A0AB
F25AC,F26C5,F24A7
10A1C4,10A1C5,109FD5
F27F4,F2613,F268D
10A2A3,109FA8,10A093
F276D,F278A,F28B9
10A203,10A30D,10A22E
F26B4,F2870,F26C0
10A135,10A249,10A25B
F28C7,F2682,F2744
10A194,10A286,10A0E9
F26C4,F279A,F285C
10A2FB,10A16C,10A190
F2771,F256A,F27EC
10A159,10A370,10A1F4
F292D,F2742,F25F4
10A33B,10A2F5,10A32F
F2853,F280D,F27D0
10A3C2,10A13E,10A375
F2955,F283F,F28F3
10A2A8,10A4BC,10A310
F290C,F2772,F2759
10A442,10A273,10A290
F280C,F27C5,F2904
10A203,10A2BE,10A435
F2836,F27C8,F296C
10A2CC,10A235,10A253
F280D,F28A4,F2788
10A3B0,10A1A8,10A188
F28E9,F275F,F27D6
10A240,10A2FD,10A3DC
F287C,F29CE,F2991
10A29C,10A352,10A41C
F2909,F29C0,F284F
1094A5,10972A,1093EB
F2978,F2836,F29CF
10A320,10A30D,10A184
F2ACC,F2923,F2A34
10A2C5,10A36A,10A3E3
F284C,F291C,F293B
10A3FB,10A382,10A4C4
F2A03,F2781,F2957
10A4F9,10A597,10A305
F27EA,F296A,F295A
10A42E,10A4B0,10A2FB
F2AB3,F2978,F2983
10A5AA,10A4A2,10A4DB
F2A6D,F2911,F2AFE
10A492,10A540,10A354
F2A5B,F2AE0,F2ACA
10A6DD,10A4BD,10A68A
F2AF0,F2979,F2BC4
10A4A1,10A4F8,10A58F
F2901,F28F7,F2863
10A45C,10A4ED,10A41F
F2A39,F2C0F,F29AA
10A4C3,10A556,10A5D7
F2BAF,F2B7C,F2B20
10A682,10A73A,10A618
F2B86,F29A3,F2BA1
10A52F,10A63F,10A636
F2A59,F2C03,F29CB
10A558,10A592,10A49F
F2824,F2BDD,F2A8B
10A557,10A6C2,10A5D1
F2BB8,F2BB2,F2DF4
10A639,10A4AE,10A572
F2C5A,F2C48,F2C38
10A56F,10A6F9,10A790
F2D2C,F2BA8,F2C81
10A60A,10A886,10A6AD
F2B6D,F2C88,F2B18
10A69B,10A867,10A644
F2C23,F2B61,F2B92
10A899,10A674,10A888
F2BA5,F2C89,F2D0A
10A5D6,10A72A,10A6D8
F2D69,F2D98,F2C5E
10A8D4,10A851,10A768
F2C6C,F2D22,F2D49
10A819,10A7A6,10A998
F2D75,F2E74,F2EEC
10A798,10A896,10A950
F2CDA,F2D5A,F2D6E
10A6AB,10A893,10A814
F2EA3,F2D4E,F2CBF
10A931,10A8E9,10A8AD
F2F1E,F2EED,F2E9A
10A82F,10A898,10A821
F2EDB,F2F9E,F2F21
10AA38,10A8EA,10A809
F2FA7,F2F75,F2DBA
10A8EA,10A8B5,10A95C
F2FC0,F2FFF,F2E79
10AACB,10AAB8,10A7CE
F30ED,F2EDD,F2FAF
10A7DD,10A9D7,10A9C8
